,player,team,comp,surname
1486,harsh patwal,uttarakhand,col_c_k_nayudu,patwal
1487,harsh rana,uttarakhand,col_c_k_nayudu,rana
1488,harshvardhan,uttarakhand,col_c_k_nayudu,harshvardhan
1489,hitesh,uttarakhand,col_c_k_nayudu,hitesh
1490,hritik,uttarakhand,col_c_k_nayudu,hritik
1491,ishagra jagoori,uttarakhand,col_c_k_nayudu,jagoori
1492,kandari,uttarakhand,col_c_k_nayudu,kandari
1493,kanhaiya bhatt,uttarakhand,col_c_k_nayudu,bhatt
1494,kartik bhatt,uttarakhand,col_c_k_nayudu,bhatt
1495,koshyari,uttarakhand,col_c_k_nayudu,koshyari
1496,kunal veer,uttarakhand,col_c_k_nayudu,veer
1497,lincon,uttarakhand,col_c_k_nayudu,lincon
1498,naveen rana,uttarakhand,col_c_k_nayudu,rana
1499,navendra rawat,uttarakhand,col_c_k_nayudu,rawat
1500,negi,uttarakhand,col_c_k_nayudu,negi
1501,p dewli,uttarakhand,col_c_k_nayudu,dewli
1502,prajjwal,uttarakhand,col_c_k_nayudu,prajjwal
1503,prateek,uttarakhand,col_c_k_nayudu,prateek
1504,rajya vardhan,uttarakhand,col_c_k_nayudu,vardhan
1505,rohi,uttarakhand,col_c_k_nayudu,rohi
1506,sailesh,uttarakhand,col_c_k_nayudu,sailesh
1507,sanskar malik,uttarakhand,col_c_k_nayudu,malik
1508,sanskar rawat,uttarakhand,col_c_k_nayudu,rawat
1509,satyam baaliyan,uttarakhand,col_c_k_nayudu,baaliyan
1510,shashwat dangwal,uttarakhand,col_c_k_nayudu,dangwal
1511,shivansh,uttarakhand,col_c_k_nayudu,shivansh
1512,shubham,uttarakhand,col_c_k_nayudu,shubham
1513,tushar,uttarakhand,col_c_k_nayudu,tushar
1514,vinay kumar,uttarakhand,col_c_k_nayudu,kumar
1515,y rajput,uttarakhand,col_c_k_nayudu,rajput
1516,yash chaudhary,uttarakhand,col_c_k_nayudu,chaudhary
1517,a meshram,vidarbha,col_c_k_nayudu,meshram
1518,abhishek s agrawal,vidarbha,col_c_k_nayudu,agrawal
1519,aniket pande,vidarbha,col_c_k_nayudu,pande
1520,ankush tammiwar,vidarbha,col_c_k_nayudu,tammiwar
1521,arjun ingle,vidarbha,col_c_k_nayudu,ingle
1522,ashish jadhav,vidarbha,col_c_k_nayudu,jadhav
1523,ashit singh,vidarbha,col_c_k_nayudu,singh
1524,danish malewar,vidarbha,col_c_k_nayudu,malewar
1525,ganesh bhosle,vidarbha,col_c_k_nayudu,bhosle
1526,gaurav farde,vidarbha,col_c_k_nayudu,farde
1527,harsh dubey,vidarbha,col_c_k_nayudu,dubey
1528,jagjot,vidarbha,col_c_k_nayudu,jagjot
1529,kaustubh salve,vidarbha,col_c_k_nayudu,salve
1530,mandar ghodmare,vidarbha,col_c_k_nayudu,ghodmare
1531,md faiz,vidarbha,col_c_k_nayudu,faiz
1532,minar sahare,vidarbha,col_c_k_nayudu,sahare
1533,mohammad adnan kamal,vidarbha,col_c_k_nayudu,kamal
1534,mohit r nachankar,vidarbha,col_c_k_nayudu,nachankar
1535,neel athaley,vidarbha,col_c_k_nayudu,athaley
1536,piyush s,vidarbha,col_c_k_nayudu,s
1537,praful hinge,vidarbha,col_c_k_nayudu,hinge
1538,pratham maheshwari,vidarbha,col_c_k_nayudu,maheshwari
1539,rahul dongarwar,vidarbha,col_c_k_nayudu,dongarwar
1540,rajsingh chavhan,vidarbha,col_c_k_nayudu,chavhan
1541,rohit v binkar,vidarbha,col_c_k_nayudu,binkar
1542,sahil sheikh,vidarbha,col_c_k_nayudu,sheikh
1543,sanyog shyam bhagwat,vidarbha,col_c_k_nayudu,bhagwat
1544,satyam bhoyar,vidarbha,col_c_k_nayudu,bhoyar
1545,shivam d,vidarbha,col_c_k_nayudu,d
1546,tejas soni,vidarbha,col_c_k_nayudu,soni
1547,varun raj singh bisht,vidarbha,col_c_k_nayudu,bisht
1548,vedant jajoo,vidarbha,col_c_k_nayudu,jajoo
1549,vishesh tiwari,vidarbha,col_c_k_nayudu,tiwari
1550,zubairoddin,vidarbha,col_c_k_nayudu,zubairoddin
1551,a brahmateja,andhra,ranji_trophy,brahmateja
1552,a lalith mohan,andhra,ranji_trophy,mohan
1553,abhishek reddy,andhra,ranji_trophy,reddy
1554,akula vijay,andhra,ranji_trophy,vijay
1555,ashwin hebbar,andhra,ranji_trophy,hebbar
1556,c r gnaneshwar,andhra,ranji_trophy,gnaneshwar
1557,ch siddhardh,andhra,ranji_trophy,siddhardh
1558,dhruva kumar reddy,andhra,ranji_trophy,reddy
1559,g h vihari,andhra,ranji_trophy,vihari
1560,girinath reddy,andhra,ranji_trophy,reddy
1561,k maheep kumar,andhra,ranji_trophy,kumar
1562,k nithish kumar reddy,andhra,ranji_trophy,reddy
1563,k revanth reddy,andhra,ranji_trophy,reddy
1564,k s bharat,andhra,ranji_trophy,bharat
1565,k s raju,andhra,ranji_trophy,raju
1566,k sudharsan,andhra,ranji_trophy,sudharsan
1567,k v sasikanth,andhra,ranji_trophy,sasikanth
1568,karan shinde,andhra,ranji_trophy,shinde
1569,m anjaneyelu,andhra,ranji_trophy,anjaneyelu
1570,m hemanth reddy,andhra,ranji_trophy,reddy
1571,m lekhaz,andhra,ranji_trophy,lekhaz
1572,m vamsi krishna,andhra,ranji_trophy,krishna
1573,manish golamaru,andhra,ranji_trophy,golamaru
1574,pinninit tapaswi,andhra,ranji_trophy,tapaswi
1575,prithvi raj yarra,andhra,ranji_trophy,yarra
1576,pvsn raju,andhra,ranji_trophy,raju
1577,ricky bhui,andhra,ranji_trophy,bhui
1578,s akhil,andhra,ranji_trophy,akhil
1579,s k rasheed,andhra,ranji_trophy,rasheed
1580,s venkata rahul,andhra,ranji_trophy,rahul
1581,smd rafi,andhra,ranji_trophy,rafi
1582,srikar,andhra,ranji_trophy,srikar
1583,stephen,andhra,ranji_trophy,stephen
1584,t a hemanth kumar,andhra,ranji_trophy,kumar
1585,tripurana vijay,andhra,ranji_trophy,vijay
1586,u m s girinath,andhra,ranji_trophy,girinath
1587,vamsi krishna,andhra,ranji_trophy,krishna
1588,vinay,andhra,ranji_trophy,vinay
1589,yara sandeep,andhra,ranji_trophy,sandeep
1590,a c ayachi,arunachal pradesh,ranji_trophy,ayachi
1591,a kumar,arunachal pradesh,ranji_trophy,kumar
1592,abhinav jagtap,arunachal pradesh,ranji_trophy,jagtap
1593,aditya verma,arunachal pradesh,ranji_trophy,verma
1594,agrawal,arunachal pradesh,ranji_trophy,agrawal
1595,ajay singh,arunachal pradesh,ranji_trophy,singh
1596,akhilesh sahani,arunachal pradesh,ranji_trophy,sahani
1597,akshay jain,arunachal pradesh,ranji_trophy,jain
1598,alish,arunachal pradesh,ranji_trophy,alish
1599,amit,arunachal pradesh,ranji_trophy,amit
1600,anurag tiwari,arunachal pradesh,ranji_trophy,tiwari
1601,anurag yadav,arunachal pradesh,ranji_trophy,yadav
1602,arjun eranna sakrola,arunachal pradesh,ranji_trophy,sakrola
1603,aryan malik,arunachal pradesh,ranji_trophy,malik
1604,bhanu pratap,arunachal pradesh,ranji_trophy,pratap
1605,biki kumar,arunachal pradesh,ranji_trophy,kumar
1606,chandan kumar singh,arunachal pradesh,ranji_trophy,singh
1607,chera,arunachal pradesh,ranji_trophy,chera
1608,d bagra,arunachal pradesh,ranji_trophy,bagra
1609,deepak,arunachal pradesh,ranji_trophy,deepak
1610,devansh gupta,arunachal pradesh,ranji_trophy,gupta
1611,dharminder s sourot,arunachal pradesh,ranji_trophy,sourot
1612,dhruv soni,arunachal pradesh,ranji_trophy,soni
1613,digvijay nagar,arunachal pradesh,ranji_trophy,nagar
1614,divyakrushna,arunachal pradesh,ranji_trophy,divyakrushna
1615,divyansh,arunachal pradesh,ranji_trophy,divyansh
1616,dol,arunachal pradesh,ranji_trophy,dol
1617,doria,arunachal pradesh,ranji_trophy,doria
1618,ete,arunachal pradesh,ranji_trophy,ete
1619,gopal kumar kamti,arunachal pradesh,ranji_trophy,kamti
1620,hage tama,arunachal pradesh,ranji_trophy,tama
1621,hardik varma,arunachal pradesh,ranji_trophy,varma
1622,harshil doshi,arunachal pradesh,ranji_trophy,doshi
1623,himanshu sharma,arunachal pradesh,ranji_trophy,sharma
1624,himesh mahesh mali,arunachal pradesh,ranji_trophy,mali
1625,honey khari,arunachal pradesh,ranji_trophy,khari
1626,jay bhavsar,arunachal pradesh,ranji_trophy,bhavsar
1627,jitender singh,arunachal pradesh,ranji_trophy,singh
1628,kamsha yangfo,arunachal pradesh,ranji_trophy,yangfo
1629,karan rawat,arunachal pradesh,ranji_trophy,rawat
1630,khurram reja khan,arunachal pradesh,ranji_trophy,khan
1631,kishan gupta,arunachal pradesh,ranji_trophy,gupta
1632,krishan kr jha,arunachal pradesh,ranji_trophy,jha
1633,kuldeep,arunachal pradesh,ranji_trophy,kuldeep
1634,lalit kumar,arunachal pradesh,ranji_trophy,kumar
1635,lee kamra,arunachal pradesh,ranji_trophy,kamra
1636,licha jhon,arunachal pradesh,ranji_trophy,jhon
1637,limar dabi,arunachal pradesh,ranji_trophy,dabi
1638,lokesh kumar,arunachal pradesh,ranji_trophy,kumar
1639,madan paul,arunachal pradesh,ranji_trophy,paul
1640,madhur,arunachal pradesh,ranji_trophy,madhur
1641,md shoyeb,arunachal pradesh,ranji_trophy,shoyeb
1642,mi khan,arunachal pradesh,ranji_trophy,khan
1643,mibom mosu,arunachal pradesh,ranji_trophy,mosu
1644,moji,arunachal pradesh,ranji_trophy,moji
1645,nabam abo,arunachal pradesh,ranji_trophy,abo
1646,nabam hachang,arunachal pradesh,ranji_trophy,hachang
1647,nabam josh,arunachal pradesh,ranji_trophy,josh
1648,nabam natung,arunachal pradesh,ranji_trophy,natung
1649,nazeeb saiyed,arunachal pradesh,ranji_trophy,saiyed
1650,ngurang,arunachal pradesh,ranji_trophy,ngurang
1651,niia,arunachal pradesh,ranji_trophy,niia
1652,obi,arunachal pradesh,ranji_trophy,obi
1653,pampana,arunachal pradesh,ranji_trophy,pampana
1654,pankaj kumar verma,arunachal pradesh,ranji_trophy,verma
1655,prashant goswami,arunachal pradesh,ranji_trophy,goswami
1656,prince yadav,arunachal pradesh,ranji_trophy,yadav
1657,rahul,arunachal pradesh,ranji_trophy,rahul
1658,raj rajbhar,arunachal pradesh,ranji_trophy,rajbhar
1659,rajesh chaudhri,arunachal pradesh,ranji_trophy,chaudhri
1660,rakesh kumar,arunachal pradesh,ranji_trophy,kumar
1661,ranjan,arunachal pradesh,ranji_trophy,ranjan
1662,reeba tallong,arunachal pradesh,ranji_trophy,tallong
1663,rp yadav,arunachal pradesh,ranji_trophy,yadav
1664,rupesh mishra,arunachal pradesh,ranji_trophy,mishra
1665,sagar kisan sakpal,arunachal pradesh,ranji_trophy,sakpal
1666,sagar rana,arunachal pradesh,ranji_trophy,rana
1667,sandeep kumar,arunachal pradesh,ranji_trophy,kumar
1668,shaik salam,arunachal pradesh,ranji_trophy,salam
1669,shrey sharma,arunachal pradesh,ranji_trophy,sharma
1670,shubham verma,arunachal pradesh,ranji_trophy,verma
1671,shuhel ansari,arunachal pradesh,ranji_trophy,ansari
1672,siddharth balodi,arunachal pradesh,ranji_trophy,balodi
1673,sikriwal,arunachal pradesh,ranji_trophy,sikriwal
1674,sparsh jain,arunachal pradesh,ranji_trophy,jain
1675,sushant rana,arunachal pradesh,ranji_trophy,rana
1676,techi neri,arunachal pradesh,ranji_trophy,neri
1677,techi sonam,arunachal pradesh,ranji_trophy,sonam
1678,tempol,arunachal pradesh,ranji_trophy,tempol
1679,teshi tiku,arunachal pradesh,ranji_trophy,tiku
1680,tnr mohit,arunachal pradesh,ranji_trophy,mohit
1681,vijay rao,arunachal pradesh,ranji_trophy,rao
1682,vikrant,arunachal pradesh,ranji_trophy,vikrant
1683,vishnu,arunachal pradesh,ranji_trophy,vishnu
1684,yorjum sera,arunachal pradesh,ranji_trophy,sera
1685,abdul ajij kuraishi,assam,ranji_trophy,kuraishi
1686,abhishek thakuri,assam,ranji_trophy,thakuri
1687,abir chakraborty,assam,ranji_trophy,chakraborty
1688,akash sengupta,assam,ranji_trophy,sengupta
1689,anurag talukdar,assam,ranji_trophy,talukdar
1690,asif washimul haque,assam,ranji_trophy,haque
1691,avinav choudhury,assam,ranji_trophy,choudhury
1692,ayush agarwal,assam,ranji_trophy,agarwal
1693,bhargav dutta,assam,ranji_trophy,dutta
1694,bishal roy,assam,ranji_trophy,roy
1695,danish ahmed,assam,ranji_trophy,ahmed
1696,darshan rajbangshi,assam,ranji_trophy,rajbangshi
1697,denish das,assam,ranji_trophy,das
1698,dibakar johori,assam,ranji_trophy,johori
1699,erik roy,assam,ranji_trophy,roy
1700,gunjanjyoti deka,assam,ranji_trophy,deka
1701,hira chettry,assam,ranji_trophy,chettry
1702,hridip deka,assam,ranji_trophy,deka
1703,ishan ahmed,assam,ranji_trophy,ahmed
1704,jitu ali,assam,ranji_trophy,ali
1705,jitumoni kalita,assam,ranji_trophy,kalita
1706,k r mahajan,assam,ranji_trophy,mahajan
1707,kunal sarma,assam,ranji_trophy,sarma
1708,mekhael doley,assam,ranji_trophy,doley
1709,mrinmoy dutta,assam,ranji_trophy,dutta
1710,mukhtar hussain,assam,ranji_trophy,hussain
1711,nasir ullah,assam,ranji_trophy,ullah
1712,nipan deka,assam,ranji_trophy,deka
1713,parvej musaraf,assam,ranji_trophy,musaraf
1714,rahul hazarika,assam,ranji_trophy,hazarika
1715,rahul singh,assam,ranji_trophy,singh
1716,raj agarwal,assam,ranji_trophy,agarwal
1717,rishav das,assam,ranji_trophy,das
1718,riyan parag,assam,ranji_trophy,parag
1719,rohit singh,assam,ranji_trophy,singh
1720,roshan alam,assam,ranji_trophy,alam
1721,ruhinandan pegu,assam,ranji_trophy,pegu
1722,s c ghadigaonkar,assam,ranji_trophy,ghadigaonkar
1723,saahil jain,assam,ranji_trophy,jain
1724,sarupam purkayastha,assam,ranji_trophy,purkayastha
1725,sibsankar roy,assam,ranji_trophy,roy
1726,siddharth sarmah,assam,ranji_trophy,sarmah
1727,subham mandal,assam,ranji_trophy,mandal
1728,sunil lachit,assam,ranji_trophy,lachit
1729,a b more,baroda,ranji_trophy,more
1730,a m singh,baroda,ranji_trophy,singh
1731,a s karambelkar,baroda,ranji_trophy,karambelkar
1732,a sheth,baroda,ranji_trophy,sheth
1733,abhimanyusingh,baroda,ranji_trophy,abhimanyusingh
1734,aditya waghmode,baroda,ranji_trophy,waghmode
1735,ah pasi,baroda,ranji_trophy,pasi
1736,anant bharwad,baroda,ranji_trophy,bharwad
1737,arya manish pagar,baroda,ranji_trophy,pagar
1738,b a pathan,baroda,ranji_trophy,pathan
1739,bhanu pania,baroda,ranji_trophy,pania
1740,bhargav bhatt,baroda,ranji_trophy,bhatt
1741,chintal gandhi,baroda,ranji_trophy,gandhi
1742,dhruv patel,baroda,ranji_trophy,patel
1743,h h pandya,baroda,ranji_trophy,pandya
1744,h punde,baroda,ranji_trophy,punde
1745,harsh desai,baroda,ranji_trophy,desai
1746,j k singh,baroda,ranji_trophy,singh
1747,jay abhale,baroda,ranji_trophy,abhale
1748,k h pandya,baroda,ranji_trophy,pandya
1749,k r kakade,baroda,ranji_trophy,kakade
1750,kedar devdhar,baroda,ranji_trophy,devdhar
1751,kinit patel,baroda,ranji_trophy,patel
1752,l i meriwala,baroda,ranji_trophy,meriwala
1753,lakshit,baroda,ranji_trophy,lakshit
1754,m b mehta,baroda,ranji_trophy,mehta
1755,mahesh pithiya,baroda,ranji_trophy,pithiya
1756,mitesh patel,baroda,ranji_trophy,patel
1757,mohit mongia,baroda,ranji_trophy,mongia
1758,n a rathva,baroda,ranji_trophy,rathva
1759,p a kumar,baroda,ranji_trophy,kumar
1760,p d yadav,baroda,ranji_trophy,yadav
1761,p s kohli,baroda,ranji_trophy,kohli
1762,priyanshu moliya,baroda,ranji_trophy,moliya
1763,raj limbani,baroda,ranji_trophy,limbani
1764,raj patel,baroda,ranji_trophy,patel
1765,s a pandey,baroda,ranji_trophy,pandey
1766,s d patel,baroda,ranji_trophy,patel
1767,s i sopariya,baroda,ranji_trophy,sopariya
1768,s s desai,baroda,ranji_trophy,desai
1769,sahejadkhan pathan,baroda,ranji_trophy,pathan
1770,shashwat rawat,baroda,ranji_trophy,rawat
1771,shivalik sharma,baroda,ranji_trophy,sharma
1772,shivang sane,baroda,ranji_trophy,sane
1773,vishal yadav,baroda,ranji_trophy,yadav
1774,vishnu solanki,baroda,ranji_trophy,solanki
1775,yashv singh,baroda,ranji_trophy,singh
1776,a mishra,bengal,ranji_trophy,mishra
1777,a r easwaran,bengal,ranji_trophy,easwaran
1778,aamir,bengal,ranji_trophy,aamir
1779,abhishek kumar raman,bengal,ranji_trophy,raman
1780,abishek porel,bengal,ranji_trophy,porel
1781,agniv pan,bengal,ranji_trophy,pan
1782,akash deep,bengal,ranji_trophy,deep
1783,akhilesh yadav,bengal,ranji_trophy,yadav
1784,ananta saha,bengal,ranji_trophy,saha
1785,ankur paul,bengal,ranji_trophy,paul
1786,anustup majumdar,bengal,ranji_trophy,majumdar
1787,avilin ghosh,bengal,ranji_trophy,ghosh
1788,geet puri,bengal,ranji_trophy,puri
1789,ishan porel,bengal,ranji_trophy,porel
1790,karan lal,bengal,ranji_trophy,lal
1791,kaushik maity,bengal,ranji_trophy,maity
1792,kazi junaid saifi,bengal,ranji_trophy,saifi
1793,mohammad kaif,bengal,ranji_trophy,kaif
1794,mohammed shami,bengal,ranji_trophy,shami
1795,mukesh kumar,bengal,ranji_trophy,kumar
1796,pb chakraborty,bengal,ranji_trophy,chakraborty
1797,pradipta pramanik,bengal,ranji_trophy,pramanik
1798,r vivek,bengal,ranji_trophy,vivek
1799,ravi kumar,bengal,ranji_trophy,kumar
1800,rohit kumar,bengal,ranji_trophy,kumar
1801,s sarkar,bengal,ranji_trophy,sarkar
1802,saksham chaudhary,bengal,ranji_trophy,chaudhary
1803,satyaki,bengal,ranji_trophy,satyaki
1804,sayan ghosh,bengal,ranji_trophy,ghosh
1805,sayed irfan aftab,bengal,ranji_trophy,aftab
1806,shahbaz,bengal,ranji_trophy,shahbaz
1807,shakir habib gandhi,bengal,ranji_trophy,gandhi
1808,shuvam dey,bengal,ranji_trophy,dey
1809,soummyadip mandal,bengal,ranji_trophy,mandal
1810,sourav paul,bengal,ranji_trophy,paul
1811,subham chatterjee,bengal,ranji_trophy,chatterjee
1812,sudip chatterjee,bengal,ranji_trophy,chatterjee
1813,sudip kumar gharami,bengal,ranji_trophy,gharami
1814,sujit kumar yadav,bengal,ranji_trophy,yadav
1815,sumit mohanta,bengal,ranji_trophy,mohanta
1816,suraj sindhu jaiswal,bengal,ranji_trophy,jaiswal
1817,suvankar bal,bengal,ranji_trophy,bal
1818,vaibhav yadav,bengal,ranji_trophy,yadav
1819,vikas,bengal,ranji_trophy,vikas
1820,wriddhiman saha,bengal,ranji_trophy,saha
1821,writtick bijoy chatterjee,bengal,ranji_trophy,chatterjee
1822,yudhajit guha,bengal,ranji_trophy,guha
1823,a anand,bihar,ranji_trophy,anand
1824,a raj,bihar,ranji_trophy,raj
1825,abhijeet,bihar,ranji_trophy,abhijeet
1826,abhishek babu,bihar,ranji_trophy,babu
1827,aditya singh,bihar,ranji_trophy,singh
1828,ahsan ansari,bihar,ranji_trophy,ansari
1829,akarsh,bihar,ranji_trophy,akarsh
1830,akash raj,bihar,ranji_trophy,raj
1831,alok kumar,bihar,ranji_trophy,kumar
1832,amod yadav,bihar,ranji_trophy,yadav
1833,ankit singh,bihar,ranji_trophy,singh
1834,atul prakash,bihar,ranji_trophy,prakash
1835,ayush loharuka,bihar,ranji_trophy,loharuka
1836,babul kumar,bihar,ranji_trophy,kumar
1837,bansi,bihar,ranji_trophy,bansi
1838,basukinath,bihar,ranji_trophy,basukinath
1839,binny,bihar,ranji_trophy,binny
1840,bipin saurabh,bihar,ranji_trophy,saurabh
1841,gautam,bihar,ranji_trophy,gautam
1842,gourav kumar,bihar,ranji_trophy,kumar
1843,gupil rai,bihar,ranji_trophy,rai
1844,harsh raj,bihar,ranji_trophy,raj
1845,harsh vikram singh,bihar,ranji_trophy,singh
1846,himanshu singh,bihar,ranji_trophy,singh
1847,hrishi raj,bihar,ranji_trophy,raj
1848,jitin,bihar,ranji_trophy,jitin
1849,karan raj,bihar,ranji_trophy,raj
1850,kumar rajnish,bihar,ranji_trophy,rajnish
1851,mahrour,bihar,ranji_trophy,mahrour
1852,mayank choudhary,bihar,ranji_trophy,choudhary
1853,mrityunjay singh,bihar,ranji_trophy,singh
1854,navneet jha,bihar,ranji_trophy,jha
1855,nawaz,bihar,ranji_trophy,nawaz
1856,niku kumar,bihar,ranji_trophy,kumar
1857,nisar,bihar,ranji_trophy,nisar
1858,paramjeet singh,bihar,ranji_trophy,singh
1859,piyush kumar singh,bihar,ranji_trophy,singh
1860,pranay sanjay prasad,bihar,ranji_trophy,prasad
1861,prashant kumar,bihar,ranji_trophy,kumar
1862,prashant kumar singh,bihar,ranji_trophy,singh
1863,pratap,bihar,ranji_trophy,pratap
1864,pratik kumar,bihar,ranji_trophy,kumar
1865,prithvi raj,bihar,ranji_trophy,raj
1866,ravi kumar,bihar,ranji_trophy,kumar
1867,ravi shankar,bihar,ranji_trophy,shankar
1868,rishav,bihar,ranji_trophy,rishav
1869,s gani,bihar,ranji_trophy,gani
1870,sabir khan,bihar,ranji_trophy,khan
1871,sachin kumar,bihar,ranji_trophy,kumar
1872,sachin kumar singh,bihar,ranji_trophy,singh
1873,sagar kumar,bihar,ranji_trophy,kumar
1874,sakib hussain,bihar,ranji_trophy,hussain
1875,shabbir khan,bihar,ranji_trophy,khan
1876,shishir saket,bihar,ranji_trophy,saket
1877,sraman nigrodh,bihar,ranji_trophy,nigrodh
1878,syed gulrez,bihar,ranji_trophy,gulrez
1879,thakur devashish,bihar,ranji_trophy,devashish
1880,tripurari keshav,bihar,ranji_trophy,keshav
1881,v raj,bihar,ranji_trophy,raj
1882,vachaspati,bihar,ranji_trophy,vachaspati
1883,vaibhav suryavanshi,bihar,ranji_trophy,suryavanshi
1884,veer pratap singh,bihar,ranji_trophy,singh
1885,vikas patel,bihar,ranji_trophy,patel
1886,vivek kumar,bihar,ranji_trophy,kumar
1887,yp yadav,bihar,ranji_trophy,yadav
1888,zafar,bihar,ranji_trophy,zafar
1889,a a kumar,chandigarh,ranji_trophy,kumar
1890,a k kaushik,chandigarh,ranji_trophy,kaushik
1891,aayush sikka,chandigarh,ranji_trophy,sikka
1892,abhijeet garg,chandigarh,ranji_trophy,garg
1893,abhishek singh,chandigarh,ranji_trophy,singh
1894,akash sudan,chandigarh,ranji_trophy,sudan
1895,amrit lal lubana,chandigarh,ranji_trophy,lubana
1896,anirudh kanwar,chandigarh,ranji_trophy,kanwar
1897,arjit singh,chandigarh,ranji_trophy,singh
1898,arjun azad,chandigarh,ranji_trophy,azad
1899,arpit singh,chandigarh,ranji_trophy,singh
1900,arslan z khan,chandigarh,ranji_trophy,khan
1901,bhagmender lather,chandigarh,ranji_trophy,lather
1902,c dhindsa,chandigarh,ranji_trophy,dhindsa
1903,gaurav gambhir,chandigarh,ranji_trophy,gambhir
1904,gaurav puri,chandigarh,ranji_trophy,puri
1905,gurinder singh,chandigarh,ranji_trophy,singh
1906,hardik chowdhry,chandigarh,ranji_trophy,chowdhry
1907,harjit singh,chandigarh,ranji_trophy,singh
1908,hartejassvi,chandigarh,ranji_trophy,hartejassvi
1909,jagdeep singh,chandigarh,ranji_trophy,singh
1910,jagjit singh sandhu,chandigarh,ranji_trophy,sandhu
1911,karan kaila,chandigarh,ranji_trophy,kaila
1912,karan singh,chandigarh,ranji_trophy,singh
1913,karthik sandil,chandigarh,ranji_trophy,sandil
1914,kunal mahajan,chandigarh,ranji_trophy,mahajan
1915,manan vohra,chandigarh,ranji_trophy,vohra
1916,mandeep singh,chandigarh,ranji_trophy,singh
1917,mayank sidhu,chandigarh,ranji_trophy,sidhu
1918,mohit soni,chandigarh,ranji_trophy,soni
1919,nehal pajni,chandigarh,ranji_trophy,pajni
1920,nikhil sharma,chandigarh,ranji_trophy,sharma
1921,nikhil thakur,chandigarh,ranji_trophy,thakur
1922,nipun sharda,chandigarh,ranji_trophy,sharda
1923,nishunk birla,chandigarh,ranji_trophy,birla
1924,pardeep yadav,chandigarh,ranji_trophy,yadav
1925,rahul s sharma,chandigarh,ranji_trophy,sharma
1926,rahul singh,chandigarh,ranji_trophy,singh
1927,rajangad bawa,chandigarh,ranji_trophy,bawa
1928,raman bishnoi,chandigarh,ranji_trophy,bishnoi
1929,ravinderpal singh,chandigarh,ranji_trophy,singh
1930,rohit dhanda,chandigarh,ranji_trophy,dhanda
1931,sagar saharan,chandigarh,ranji_trophy,saharan
1932,saini,chandigarh,ranji_trophy,saini
1933,sandeep sharma,chandigarh,ranji_trophy,sharma
1934,sanyam saini,chandigarh,ranji_trophy,saini
1935,shivam bhambri,chandigarh,ranji_trophy,bhambri
1936,sukarn,chandigarh,ranji_trophy,sukarn
1937,sunny singh,chandigarh,ranji_trophy,singh
1938,taranpreet singh,chandigarh,ranji_trophy,singh
1939,tushar joshi,chandigarh,ranji_trophy,joshi
1940,vaibhav narang,chandigarh,ranji_trophy,narang
1941,varun kumar,chandigarh,ranji_trophy,kumar
1942,vikas kumar,chandigarh,ranji_trophy,kumar
1943,vishu,chandigarh,ranji_trophy,vishu
1944,vivek vashisht,chandigarh,ranji_trophy,vashisht
1945,a g rao,chhattisgarh,ranji_trophy,rao
1946,a g tiwary,chhattisgarh,ranji_trophy,tiwary
1947,aditya singh,chhattisgarh,ranji_trophy,singh
1948,aishwary marya,chhattisgarh,ranji_trophy,marya
1949,ajay mandal,chhattisgarh,ranji_trophy,mandal
1950,amandeep khare,chhattisgarh,ranji_trophy,khare
1951,ashish chouhan,chhattisgarh,ranji_trophy,chouhan
1952,ashutosh singh,chhattisgarh,ranji_trophy,singh
1953,ayush pandey,chhattisgarh,ranji_trophy,pandey
